id,age,dist,income,gender,marital_status,target
1820,86,1.31441261,"30-39,999",M,M,1
1821,90,9.004994358,Under $10k,F,S,0
1822,67,6.155197696,"90-99,999",M,M,0
1823,89,5.713092447,"90-99,999",M,M,0
1824,69,0.311018953,"70-79,999",M,,0
1825,78,6.534179461,"40-49,999",M,S,0
1826,66,4.229652806,"200 - 249,999",M,M,0
1827,82,5.486175302,"100-149,999",M,S,0
1828,74,1.605111209,"90-99,999",M,S,0
1829,74,9.956805079,"90-99,999",F,M,0
1830,78,4.555914275,"10-19,999",F,S,0
1831,83,15.91566105,"20-29,999",F,M,0
1832,93,17.96464131,"10-19,999",M,,0
1833,70,24.41506262,"70-79,999",F,M,0
1834,81,2.861282706,250k+,M,S,0
1835,71,7.37468799,"90-99,999",F,M,0
1836,86,3.373851644,"70-79,999",F,S,0
1837,75,1.626460397,"90-99,999",M,M,0
1838,65,4.393835974,"100-149,999",M,S,0
1839,87,8.001062002,"10-19,999",M,M,0
1840,67,2.081831645,"20-29,999",F,S,0
1841,77,20.80480683,"40-49,999",M,M,0
1842,82,26.72728834,"20-29,999",M,S,1
1843,75,19.58590532,"40-49,999",M,M,1
1844,73,7.833069239,"100-149,999",M,M,1
1845,82,2.7057046,"10-19,999",F,S,1
1846,73,6.261727404,"70-79,999",M,S,1
1847,93,1.834522787,"40-49,999",M,M,1
1848,79,10.33677354,"40-49,999",F,M,1
1849,65,7.491694185,"175 - 199,999",F,M,0
1850,72,16.07784507,"60-69,999",F,S,0
1851,77,8.352131142,"100-149,999",M,S,0
1852,82,5.107180742,"90-99,999",M,M,0
1853,73,0.776667649,Under $10k,F,S,0
1854,67,3.076610275,"90-99,999",F,M,0
1855,81,3.268308785,"90-99,999",M,M,0
1856,73,14.48646315,,F,,0
1857,77,1.123852192,"70-79,999",M,M,0
1858,71,6.971976737,"90-99,999",M,M,0
1859,82,4.971950288,"40-49,999",M,M,0
1860,80,6.202331939,"100-149,999",F,S,0
1861,68,9.368805242,"70-79,999",F,M,0
1862,73,17.47331839,"200 - 249,999",F,M,0
1863,74,12.49180732,,F,S,0
1864,74,5.500596254,"40-49,999",F,M,0
1865,69,9.645899703,"90-99,999",M,M,0
1866,78,11.46914163,"20-29,999",M,S,0
1867,76,2.533982876,"50-59,999",F,S,0
1868,68,25.96405565,"30-39,999",F,M,0
1869,85,21.33398647,"10-19,999",M,S,1
1870,71,8.607011616,"30-39,999",M,S,1
1871,85,12.74274612,"30-39,999",M,S,1
1872,85,0.707728453,"30-39,999",F,M,1
1873,88,4.866879993,"90-99,999",M,M,1
1874,65,9.099386822,"100-149,999",F,M,1
1875,80,1.469167719,"100-149,999",F,M,1
1876,84,13.00813735,,M,,0
1877,79,3.885410843,"50-59,999",M,M,0
1878,89,7.121811412,,F,,0
1879,66,1.75242187,"50-59,999",M,M,0
1880,71,14.40011584,"20-29,999",F,S,0
1881,73,15.82600309,"30-39,999",M,S,0
1882,71,22.50611654,"50-59,999",M,M,0
1883,71,8.50611493,,F,,0
1884,66,2.680999604,,F,M,0
1885,69,1.497383403,"100-149,999",F,S,0
1886,86,5.638986542,"90-99,999",F,M,0
1887,81,4.494528768,"60-69,999",F,M,0
1888,65,4.843131021,"100-149,999",M,S,0
1889,73,5.574709189,"70-79,999",F,M,0
1890,67,0.612178522,Under $10k,F,S,0
1891,77,1.600767016,"90-99,999",F,M,0
1892,94,19.19724807,"20-29,999",M,M,0
1893,79,21.32790277,"60-69,999",F,S,0
1894,73,16.28891283,"100-149,999",,M,0
1895,82,3.038646349,"70-79,999",F,S,1
1896,77,8.718725221,"90-99,999",F,M,1
1897,88,3.151245871,"30-39,999",M,M,1
1898,65,12.42995361,"40-49,999",M,M,1
1899,79,9.158034348,"40-49,999",M,,1
1900,81,2.809417741,"70-79,999",M,M,1
1901,77,12.63962991,"90-99,999",F,M,1
1902,86,0.376949244,"70-79,999",M,M,1
1903,87,1.96967958,"10-19,999",F,M,0
1904,79,9.149259042,"10-19,999",F,S,0
1905,74,6.696885131,"100-149,999",F,M,0
1906,68,2.271140512,"90-99,999",F,M,0
1907,73,9.253226708,"20-29,999",F,S,0
1908,71,1.888539884,"40-49,999",F,M,0
1909,93,1.275866918,"70-79,999",F,M,0
1910,67,14.2257396,,F,,0
1911,92,0.712691755,"40-49,999",M,S,0
1912,69,2.581764595,"100-149,999",M,M,0
1913,67,7.336444591,250k+,M,M,0
1914,84,2.946991901,"30-39,999",F,M,0
1915,67,3.527245582,"200 - 249,999",F,M,0
1916,67,2.114914527,"20-29,999",M,M,0
1917,70,17.42413671,"175 - 199,999",F,M,0
1918,76,7.045151746,"90-99,999",F,M,0
1919,66,23.47186156,"70-79,999",F,M,0
1920,71,5.999437147,"20-29,999",M,,0
1921,66,12.41565871,"20-29,999",M,M,0
1922,91,13.77691017,"10-19,999",F,M,1
1923,92,1.37562646,,M,,1
1924,77,11.37258267,"70-79,999",M,M,1
1925,79,0.888861296,Under $10k,F,S,1
1926,83,25.35540763,"50-59,999",M,M,1
1927,79,22.88202933,"200 - 249,999",M,M,1
1928,71,29.72744334,"50-59,999",F,S,1
1929,71,29.13136145,"60-69,999",M,M,1
1930,67,12.91212634,"100-149,999",M,M,0
1931,86,1.438786129,"10-19,999",F,S,0
1932,78,21.52263139,"70-79,999",F,M,0
1933,71,7.399528982,"90-99,999",F,M,0
1934,74,6.901350242,"150 - 174,999",F,M,0
1935,75,6.724756351,"40-49,999",M,S,0
1936,94,3.512164573,"20-29,999",M,M,0
1937,67,11.45886114,"200 - 249,999",M,M,0
1938,83,12.644497,"40-49,999",F,M,0
1939,65,4.209571136,"40-49,999",F,S,0
1940,78,3.180293368,"50-59,999",M,M,0
1941,66,9.479466899,"10-19,999",F,M,0
1942,65,14.4306228,"30-39,999",M,S,0
1943,77,1.601718681,"90-99,999",F,M,0
1944,80,8.8418852,"90-99,999",F,M,0
1945,73,1.580779405,250k+,F,M,0
1946,80,7.56631277,,F,S,1
1947,78,14.71519317,"90-99,999",M,M,1
1948,85,11.87569465,,M,,1
1949,77,0.406744296,"100-149,999",F,S,1
1950,72,4.630534905,"50-59,999",M,M,1
1951,76,9.051315037,"40-49,999",F,S,1
1952,80,7.183839834,"70-79,999",M,S,1
1953,65,16.97150466,"70-79,999",M,M,1
1954,68,8.500555703,"100-149,999",F,M,0
1955,72,13.8606429,"70-79,999",M,M,0
1956,91,22.10396409,"20-29,999",F,M,0
1957,78,5.851515328,"90-99,999",F,M,0
1958,70,9.82494673,"90-99,999",F,M,0
1959,90,8.323454589,"90-99,999",F,M,0
1960,69,13.29124909,"40-49,999",M,S,0
1961,67,1.841514564,Under $10k,F,S,0
1962,66,2.510163504,"100-149,999",M,M,0
1963,80,5.899498004,"90-99,999",F,M,0
1964,82,4.158419083,"10-19,999",F,S,0
1965,67,6.598311443,250k+,M,M,0
1966,76,2.426882801,Under $10k,,S,0
1967,71,1.014641686,"50-59,999",F,S,0
1968,71,28.01770785,"10-19,999",M,S,0
1969,75,3.663958455,"90-99,999",F,M,0
1970,72,2.888552496,"60-69,999",F,M,0
1971,67,2.848625074,"40-49,999",M,S,0
1972,81,6.489726208,"150 - 174,999",F,M,1
1973,90,8.043782441,"10-19,999",F,S,1
1974,83,2.781595916,"50-59,999",M,M,1
1975,91,8.788679315,"90-99,999",F,M,1
1976,82,0.37123885,"70-79,999",M,M,1
1977,75,2.79312779,"50-59,999",F,M,1
1978,78,20.56493243,"30-39,999",M,M,1
1979,66,5.160043749,"90-99,999",M,S,0
1980,77,3.841779192,"60-69,999",M,S,0
1981,89,23.52744348,"50-59,999",F,S,0
1982,69,5.467108121,"50-59,999",M,S,0
1983,78,6.913218908,"100-149,999",F,M,0
1984,92,6.882764689,"30-39,999",F,S,0
1985,89,8.919251571,,F,,0
1986,70,23.47516386,"30-39,999",M,M,0
1987,65,8.334110847,"40-49,999",F,S,0
1988,86,11.3542188,"10-19,999",F,M,0
1989,72,6.563714596,"50-59,999",M,S,0
1990,89,13.36740977,"40-49,999",M,M,0
1991,66,13.63613774,"90-99,999",F,M,0
1992,78,19.99189289,,M,S,0
1993,65,12.42934396,"150 - 174,999",M,,0
1994,65,12.41238027,"40-49,999",F,S,0
1995,82,10.4870175,"20-29,999",F,S,0
1996,74,1.508644343,"40-49,999",M,M,0
1997,72,3.531702982,"200 - 249,999",M,S,0
1998,65,4.139894828,"10-19,999",M,S,0
1999,67,5.292693471,"90-99,999",M,M,0
2000,77,19.64888028,"40-49,999",M,,0
2001,79,5.504601102,"10-19,999",F,S,1
2002,86,3.771142538,,F,S,1
2003,86,5.406505403,"60-69,999",F,S,1
2004,87,0.201665376,"90-99,999",F,M,1
2005,66,22.84405262,"90-99,999",M,M,0
2006,85,1.360965545,"30-39,999",M,S,0
2007,68,2.721789958,"70-79,999",M,S,0
2008,85,5.68551077,"40-49,999",M,M,0
2009,71,2.599182886,"90-99,999",M,M,0
2010,70,2.299987247,"90-99,999",F,M,0
2011,69,1.272495167,"90-99,999",M,S,0
2012,65,6.997966653,"10-19,999",F,S,0
2013,67,3.36280834,"100-149,999",M,M,0
2014,74,4.287080734,"10-19,999",M,M,0
2015,80,1.437187972,"70-79,999",F,M,0
2016,72,4.842090706,"200 - 249,999",M,S,0
2017,71,10.67181537,"100-149,999",F,M,0
2018,91,1.615689712,"10-19,999",F,S,0
2019,65,19.44472627,"70-79,999",F,M,0
2020,70,3.730818011,"20-29,999",F,S,0
2021,71,13.22274381,"90-99,999",F,,0
2022,90,2.249193399,,M,,0
2023,87,5.061836084,"10-19,999",F,S,0
2024,68,12.04652331,"90-99,999",F,S,0
2025,65,17.94177801,"70-79,999",M,S,0
2026,68,9.650277025,"30-39,999",F,S,0
2027,66,8.763332115,,F,S,0
2028,80,2.8453031,"10-19,999",M,S,0
2029,68,2.233771708,"60-69,999",F,M,0
2030,71,0.764294829,"10-19,999",M,S,0
2031,72,15.69726442,"60-69,999",M,,0
2032,76,24.29276436,"100-149,999",M,S,0
2033,68,19.08894784,"90-99,999",F,M,0
2034,65,6.16215131,"100-149,999",M,M,0
2035,75,11.66752046,,F,,0
2036,90,2.027703109,"50-59,999",M,M,0
2037,69,12.25726164,,F,S,0
2038,65,4.394236092,"40-49,999",F,M,0
2039,67,5.8873245,"50-59,999",F,S,0
2040,79,1.056099733,Under $10k,F,M,0
2041,69,3.272262464,"30-39,999",M,S,0
2042,70,10.82588938,"100-149,999",M,M,0
2043,74,3.914013757,"90-99,999",F,M,1
2044,89,23.05048998,"40-49,999",F,M,1
2045,76,10.98736279,"10-19,999",F,M,1
2046,75,10.15471125,"70-79,999",M,S,1
2047,86,3.095414021,"10-19,999",F,M,1
2048,87,4.35880542,"90-99,999",M,M,1
2049,75,24.66102559,"20-29,999",M,S,1
2050,82,21.78307797,"20-29,999",M,,1
2051,67,8.129691438,"150 - 174,999",F,M,0
2052,70,5.882819221,,F,M,0
2053,75,5.321351006,"50-59,999",M,M,0
2054,68,2.90292577,Under $10k,F,S,0
2055,87,4.128897914,"10-19,999",F,M,0
2056,77,4.317899818,"60-69,999",M,M,0
2057,81,16.01748757,"100-149,999",M,M,0
2058,92,2.514908683,"10-19,999",M,S,0
2059,76,2.044893237,"40-49,999",M,S,0
2060,77,16.46747782,"20-29,999",F,S,0
2061,78,8.828580816,"10-19,999",F,S,0
2062,74,6.315014419,"30-39,999",M,M,0
2063,76,15.31159029,"90-99,999",F,M,0
2064,85,3.715281818,"40-49,999",F,M,0
2065,76,1.753834669,"90-99,999",M,M,0
2066,66,6.753914845,"60-69,999",M,M,0
2067,68,11.29058286,"50-59,999",F,S,0
2068,71,11.33154227,,M,,0
2069,71,1.933530483,"10-19,999",F,S,0
2070,82,5.454316066,"60-69,999",M,M,1
2071,66,16.74501839,"90-99,999",M,M,1
2072,79,0.537053186,"10-19,999",F,M,1
2073,65,5.050082059,,M,,1
2074,77,0.622052594,"100-149,999",M,M,1
2075,86,3.031481662,"10-19,999",F,S,1
2076,73,2.634945799,"20-29,999",F,M,1
2077,93,3.260444274,"90-99,999",F,M,1
2078,69,3.475139185,"50-59,999",M,,0
2079,84,3.681200169,"50-59,999",F,M,0
2080,65,1.512427552,"175 - 199,999",M,M,0
2081,91,2.311957378,,F,S,0
2082,86,6.741455307,"100-149,999",F,M,0
2083,85,16.39144978,"90-99,999",F,M,0
2084,70,8.836227689,"20-29,999",,S,0
2085,79,3.397763295,250k+,F,M,0
2086,71,21.67808581,"40-49,999",F,S,0
2087,66,7.50505627,"90-99,999",M,M,0
2088,89,3.53488348,"70-79,999",M,S,0
2089,80,4.701994212,Under $10k,F,S,0
2090,68,12.46991678,"90-99,999",M,S,0
2091,72,3.311679938,"50-59,999",F,S,0
2092,83,2.858961325,"50-59,999",F,S,0
2093,77,4.884298475,"50-59,999",F,M,0
2094,68,9.004841846,"30-39,999",F,S,0
2095,74,1.924153141,"90-99,999",F,M,0
2096,81,0.966533827,"100-149,999",F,M,0
2097,83,8.028779932,,M,S,0
2098,72,6.561271079,"10-19,999",F,S,0
2099,68,22.68788687,"10-19,999",M,S,0
2100,84,12.37572449,"60-69,999",M,M,0
2101,72,3.334762401,"60-69,999",F,M,0
2102,66,1.05121464,"10-19,999",M,S,0
2103,66,16.37549054,"175 - 199,999",F,M,0
2104,90,7.377193621,"20-29,999",F,M,0
2105,67,9.944966332,"90-99,999",M,M,0
2106,85,6.06276389,"100-149,999",M,M,0
2107,70,2.081163296,"90-99,999",F,M,0
2108,75,3.918640129,"50-59,999",M,M,0
2109,90,8.227503108,"10-19,999",F,S,1
2110,73,1.145690383,"90-99,999",M,M,1
2111,89,1.336925055,"20-29,999",M,M,1
2112,71,5.009482417,"90-99,999",F,S,1
2113,86,5.439810707,"90-99,999",M,M,1
2114,90,11.43404768,Under $10k,M,M,1
2115,92,0.775833118,"90-99,999",F,M,1
2116,67,16.63433432,"100-149,999",M,S,0
2117,70,18.66670495,"90-99,999",F,M,0
2118,81,23.24867152,"10-19,999",M,S,0
2119,72,16.17187884,"30-39,999",M,M,0
2120,77,1.209269052,"90-99,999",M,M,0
2121,76,4.055398507,"90-99,999",F,M,0
2122,75,11.12627545,"70-79,999",F,M,0
2123,87,1.25484965,"70-79,999",M,S,0
2124,92,18.68910682,"40-49,999",M,S,0
2125,73,6.300825016,"60-69,999",M,M,0
2126,67,1.288769902,"30-39,999",M,S,0
2127,66,8.384487776,"10-19,999",F,M,0
2128,67,9.536633454,"100-149,999",M,S,1
2129,78,11.03995719,"70-79,999",M,M,1
2130,81,2.983024159,"20-29,999",M,M,1
2131,82,0.843554602,"60-69,999",F,M,1
2132,67,3.726300072,"50-59,999",M,M,1
2133,83,24.47612304,"40-49,999",F,M,1
2134,94,0.798883391,"10-19,999",F,M,1
2135,67,8.027337852,"100-149,999",F,M,0
2136,65,4.115572577,"90-99,999",F,,0
2137,74,4.477097429,250k+,F,M,0
2138,69,7.301962955,"90-99,999",M,M,0
2139,94,15.33603121,"90-99,999",F,M,0
2140,76,5.850721438,"90-99,999",F,S,0
2141,83,2.437709854,,F,,0
2142,72,6.829936584,"90-99,999",M,M,0
2143,74,4.307043097,"100-149,999",M,M,0
2144,66,23.69687774,"70-79,999",M,M,0
2145,79,5.016312718,"20-29,999",F,M,0
2146,80,4.020560161,"10-19,999",F,S,0
2147,71,7.33838425,"150 - 174,999",M,M,0
2148,89,29.6290837,,M,M,0
2149,72,1.218209581,,M,,0
2150,70,3.667795024,"90-99,999",F,M,0
2151,92,1.572640744,"90-99,999",F,M,0
2152,94,0.654255639,"20-29,999",M,M,0
2153,72,17.39178927,"50-59,999",F,,0
2154,66,17.19412649,"100-149,999",F,M,0
2155,66,2.355759394,"60-69,999",M,S,1
2156,93,3.260589883,"50-59,999",F,M,1
2157,77,0.837203376,"40-49,999",M,M,1
2158,81,22.63802458,"40-49,999",M,M,1
2159,76,7.436596276,"40-49,999",F,M,1
2160,85,2.346727166,"10-19,999",F,M,1
2161,91,10.06641394,"10-19,999",M,M,1
2162,81,12.64305108,"70-79,999",M,S,0
2163,90,0.855097169,"10-19,999",F,S,0
2164,79,3.242249523,"50-59,999",M,M,0
2165,87,3.102993362,"10-19,999",M,S,0
2166,86,9.983006099,"30-39,999",F,M,0
2167,81,6.378158115,"50-59,999",F,M,0
2168,69,18.62070902,"100-149,999",F,M,0
2169,71,3.032508938,"90-99,999",F,S,0
2170,69,15.93520014,"60-69,999",M,M,0
2171,68,18.82771412,"30-39,999",M,M,0
2172,76,18.32148463,"90-99,999",M,S,0
2173,66,9.772109717,"20-29,999",F,S,0
2174,75,3.115485418,"40-49,999",M,M,0
2175,71,3.902901141,"90-99,999",M,M,0
2176,68,3.528809006,"90-99,999",F,S,0
2177,82,3.54213953,"100-149,999",F,M,0
2178,71,9.89238318,Under $10k,F,S,0
2179,94,4.141817793,"10-19,999",F,M,0
2180,70,7.40912517,"50-59,999",F,S,0
2181,70,1.978940812,"150 - 174,999",M,M,0
2182,76,10.60663503,"70-79,999",M,M,0
2183,69,8.042882758,"90-99,999",F,M,0
2184,65,6.12593477,"60-69,999",M,M,1
2185,92,11.11032832,"90-99,999",F,M,1
2186,67,7.041959939,"90-99,999",M,S,1
2187,66,9.041680206,"20-29,999",M,S,1
2188,83,16.80217195,"60-69,999",M,M,1
2189,83,2.773187876,"40-49,999",M,M,1
2190,79,17.73658826,"10-19,999",F,M,1
2191,72,12.20145136,"50-59,999",F,M,1
2192,71,12.88436076,250k+,M,,0
2193,69,5.366718753,"150 - 174,999",F,M,0
2194,72,5.667767326,"10-19,999",M,S,0
2195,92,7.434899693,"60-69,999",M,,0
2196,78,8.288057245,"30-39,999",M,S,0
2197,70,17.88267384,"10-19,999",M,M,0
2198,84,12.98530235,"10-19,999",F,M,0
2199,82,1.162783134,"90-99,999",M,M,0
2200,79,13.36062345,,F,S,0
2201,86,3.502197997,"70-79,999",F,M,0
2202,71,17.14562261,"90-99,999",M,M,0
2203,74,7.010188455,"90-99,999",F,M,0
2204,73,3.615576967,"20-29,999",F,S,0
2205,68,6.347672589,"40-49,999",F,M,0
2206,66,5.663648054,"90-99,999",F,M,0
2207,91,15.11912876,"60-69,999",F,M,0
2208,88,4.235517729,"100-149,999",F,M,0
2209,66,17.19546716,"50-59,999",M,M,0
2210,82,7.218164286,,F,M,0
2211,73,5.942877205,"150 - 174,999",M,M,0
2212,89,21.04143105,"30-39,999",M,M,0
2213,85,12.45306878,,F,,0
2214,82,19.12266377,,M,S,0
2215,72,22.19630597,"70-79,999",F,M,0
2216,65,22.76311558,"50-59,999",F,M,0
2217,70,6.555728525,"90-99,999",M,M,0
2218,86,10.75119884,"40-49,999",M,S,1
2219,68,5.799502448,"10-19,999",F,S,1
2220,84,10.12617761,"20-29,999",F,S,1
2221,90,3.935826802,"70-79,999",F,M,1
2222,94,9.598377909,,M,M,1
2223,65,15.76015573,"60-69,999",M,M,1
2224,66,2.372171097,"40-49,999",F,M,1
2225,75,20.95902365,"70-79,999",M,M,1
2226,75,4.921673532,"90-99,999",F,M,0
2227,79,6.481370449,"90-99,999",F,,0
2228,85,7.654051244,"30-39,999",F,M,0
2229,79,13.12758607,"20-29,999",F,S,0
2230,78,5.971266409,"90-99,999",M,M,0
2231,78,16.31571275,"10-19,999",M,M,0
2232,81,4.109165865,"60-69,999",F,M,0
2233,72,4.176690901,Under $10k,F,S,0
2234,69,7.619805123,250k+,M,M,0
2235,83,2.525371142,"30-39,999",M,M,0
2236,72,12.85663328,"90-99,999",M,M,0
2237,92,2.265259276,"50-59,999",M,M,0
2238,71,6.812095165,"40-49,999",F,S,0
2239,68,3.172865733,,F,,0
2240,70,1.772350073,"20-29,999",F,S,0
2241,79,13.00807781,Under $10k,F,S,0
2242,86,21.25504932,"70-79,999",M,,0
2243,71,22.11369522,"150 - 174,999",M,M,1
2244,81,2.71924535,"70-79,999",M,M,1
2245,74,6.561676696,"30-39,999",F,M,1
2246,66,2.459015748,"100-149,999",M,M,1
2247,82,8.365622499,"100-149,999",M,S,1
2248,74,6.375091046,"70-79,999",F,S,1
2249,66,22.09169037,"90-99,999",M,M,1
2250,85,7.633198762,"70-79,999",F,M,1
2251,68,23.64379152,"10-19,999",F,S,0
2252,79,16.06328607,"10-19,999",F,M,0
2253,76,4.98835018,"100-149,999",M,M,0
2254,93,5.027331458,"90-99,999",M,M,0
2255,67,3.226711622,"90-99,999",M,M,0
2256,66,8.302945727,"90-99,999",M,M,0
2257,75,3.449697305,"100-149,999",F,S,0
2258,77,2.178816543,"90-99,999",M,M,0
2259,72,6.428996188,"30-39,999",F,S,0
2260,68,9.206620427,,F,,0
2261,66,2.982099929,"100-149,999",M,S,0
2262,67,1.509490635,"90-99,999",F,M,0
2263,65,2.680613324,"70-79,999",M,M,0
2264,76,8.260477294,"90-99,999",F,M,0
2265,67,2.241109491,"60-69,999",F,M,0
2266,67,4.142099493,,F,S,0
2267,73,11.22100629,"10-19,999",F,S,0
2268,68,1.318180196,"10-19,999",F,S,0
2269,73,8.870725594,,M,S,0
2270,65,8.376181327,"10-19,999",F,S,0
2271,69,1.982411284,"50-59,999",M,M,0
2272,69,20.07874667,"20-29,999",F,M,0
2273,71,7.81017574,,F,,0
2274,66,1.338434826,250k+,M,M,0
2275,81,6.97179333,"100-149,999",M,M,0
2276,65,5.632302174,"100-149,999",F,S,0
2277,78,10.69848703,"100-149,999",F,M,0
2278,91,2.842707553,"10-19,999",F,S,0
2279,89,3.070586897,"10-19,999",F,M,0
2280,71,4.401715654,"10-19,999",F,S,0
2281,94,9.101900918,"50-59,999",F,,0
2282,70,24.54346057,"10-19,999",F,S,0
2283,73,4.56494911,"100-149,999",F,M,0
2284,71,19.78949297,"10-19,999",F,S,0
2285,86,7.860504412,"10-19,999",M,S,0
2286,86,3.013911404,"90-99,999",F,M,0
2287,68,26.68167396,"70-79,999",M,S,0
2288,76,19.13408255,"40-49,999",M,M,0
2289,71,7.864179972,"30-39,999",M,M,0
2290,70,0.450858608,"20-29,999",M,S,0
2291,72,2.836386394,,F,,0
2292,76,3.509623627,"20-29,999",F,M,0
2293,74,23.09641334,"70-79,999",M,M,0
2294,73,2.94421564,"100-149,999",M,S,0
2295,79,1.691961316,"90-99,999",F,M,0
2296,70,6.644119703,"30-39,999",M,,0
2297,78,2.718555446,,F,M,0
2298,83,1.951426809,"20-29,999",F,M,0
2299,74,20.39755661,"100-149,999",M,M,0
2300,67,27.24267449,"40-49,999",M,S,0
2301,80,15.44590039,"10-19,999",F,M,0
2302,66,20.13673599,"70-79,999",F,S,0
2303,77,3.714667258,"90-99,999",M,M,0
2304,72,4.190798125,"30-39,999",F,S,0
2305,89,3.903585038,"10-19,999",M,M,0
2306,67,1.72919802,"30-39,999",F,,0
2307,76,15.6306969,"20-29,999",F,M,0
2308,70,28.21993766,,M,,0
2309,81,4.243342885,"100-149,999",M,M,0
2310,93,13.6220721,"175 - 199,999",M,M,0
2311,76,2.244567459,"50-59,999",M,S,0
2312,79,12.60245429,"90-99,999",F,M,0
2313,78,11.80141109,"10-19,999",M,S,0
2314,67,10.90152702,"20-29,999",F,S,0
2315,86,8.566982149,"40-49,999",F,M,0
2316,85,18.93506413,"70-79,999",M,S,0
2317,86,0.81500627,"30-39,999",F,M,0
2318,88,6.018800656,"100-149,999",M,M,0
2319,68,6.315644973,"90-99,999",M,S,0
2320,65,8.024286589,"50-59,999",F,M,0
2321,77,9.3130615,"60-69,999",M,M,0
2322,71,10.10027607,"150 - 174,999",M,M,0
2323,65,16.40983912,"50-59,999",M,S,0
2324,94,0.700304519,"30-39,999",F,M,0
2325,82,13.45358087,,M,S,0
2326,81,1.983541772,"100-149,999",F,S,0
2327,68,4.626600264,"100-149,999",M,S,0
2328,67,3.236172361,"40-49,999",F,M,0
2329,83,6.299512825,"20-29,999",F,M,0
2330,65,9.677710993,,F,,0
2331,74,3.751314155,"100-149,999",F,S,0
2332,68,4.362445986,"40-49,999",M,S,0
2333,92,7.895282821,"50-59,999",M,M,0
2334,70,11.53151575,,F,S,0
2335,90,16.5613252,"70-79,999",F,S,0
2336,69,8.435454934,"200 - 249,999",F,M,0
2337,67,5.964165675,"90-99,999",F,S,0
2338,77,15.28452959,"20-29,999",M,M,0
2339,66,11.65114405,"50-59,999",M,S,0
2340,94,3.419892584,,F,,0
2341,84,2.257632757,"175 - 199,999",M,M,0
2342,69,5.001740404,"175 - 199,999",M,M,0
2343,69,20.39032895,"100-149,999",M,M,0
2344,65,10.35518897,"100-149,999",F,M,0
2345,79,7.087045866,"10-19,999",M,M,0
2346,67,4.116990952,Under $10k,M,M,0
2347,83,7.140914763,"50-59,999",,S,0
2348,67,5.181335932,"100-149,999",M,M,0
2349,85,1.480209475,"90-99,999",M,M,0
2350,65,15.2686118,"100-149,999",F,M,0
2351,77,12.1360658,"70-79,999",F,M,0
2352,66,4.810052087,"100-149,999",M,M,0
2353,71,6.579561828,"150 - 174,999",F,M,0
2354,91,1.357128391,"50-59,999",F,S,0
2355,76,14.67806666,"10-19,999",M,S,0
2356,85,0.401188789,"100-149,999",M,M,0
2357,70,9.405080051,Under $10k,M,S,0
2358,67,5.753762361,"100-149,999",M,M,0
2359,94,27.25551645,"30-39,999",F,M,0
2360,66,8.529421932,"90-99,999",F,M,0
2361,65,8.557749663,"200 - 249,999",F,M,0
2362,72,8.439337093,"175 - 199,999",M,M,0
2363,85,4.477130754,"70-79,999",M,M,0
2364,71,5.105746855,"90-99,999",M,M,0
2365,74,10.96023617,"40-49,999",F,M,1
2366,80,7.243030502,"30-39,999",F,M,1
2367,73,21.68516593,"60-69,999",M,M,1
2368,82,11.15470417,"40-49,999",M,M,1
2369,70,8.036221527,"10-19,999",M,M,1
2370,76,5.541978941,"100-149,999",M,M,1
2371,76,25.43022355,"40-49,999",M,M,1
2372,82,7.759955987,"70-79,999",F,M,1
2373,72,9.889953268,"20-29,999",M,M,1
2374,78,5.642439085,"40-49,999",M,M,0
2375,67,0.953777985,"40-49,999",F,S,0
2376,67,20.76389985,"90-99,999",F,M,0
2377,80,2.082763215,"10-19,999",F,S,0
2378,82,1.755572085,"100-149,999",M,M,0
2379,71,3.72915405,"50-59,999",M,S,0
2380,70,3.576889947,"10-19,999",M,S,0
2381,72,4.836500575,"20-29,999",F,M,0
2382,78,2.067285912,"10-19,999",M,M,0
2383,72,14.3342926,"100-149,999",F,M,0
2384,81,1.728763487,"70-79,999",M,M,0
2385,75,2.03911188,250k+,F,M,0
2386,94,11.69077385,,F,,0
2387,77,7.291162862,"100-149,999",M,M,0
2388,68,2.107087583,"30-39,999",F,S,0
2389,65,7.595504533,"100-149,999",M,M,0
2390,82,6.264932758,"30-39,999",M,M,1
2391,90,5.109724798,"20-29,999",F,S,1
2392,80,2.637090044,"100-149,999",M,M,1
2393,78,8.029699462,"10-19,999",F,S,1
2394,94,2.098921434,"10-19,999",M,M,1
2395,67,5.213322103,"50-59,999",F,M,1
2396,77,3.599970753,"20-29,999",F,M,1
2397,93,6.020014682,"100-149,999",F,M,1
2398,75,4.722111879,"200 - 249,999",F,M,1
2399,72,1.064743326,"70-79,999",F,M,1
2400,74,2.473978945,"10-19,999",M,M,1
2401,77,13.49936498,"20-29,999",M,M,1
2402,73,2.439298509,"10-19,999",M,S,1
2403,77,22.72539206,"10-19,999",M,M,1
2404,92,2.901367863,"20-29,999",F,S,1
2405,78,8.506421068,"90-99,999",M,M,1
2406,82,4.810672411,"100-149,999",F,S,0
2407,65,4.397962208,"200 - 249,999",F,M,0
2408,76,2.36788998,"100-149,999",M,S,0
2409,91,6.314582709,"30-39,999",F,M,0
2410,68,3.626773375,"70-79,999",F,M,0
2411,80,7.321301913,"70-79,999",F,S,0
2412,70,2.859515543,,F,S,0
2413,75,1.238100637,"40-49,999",M,M,0
